,driver_id,2017-06-01,2017-06-02,2017-06-03,2017-06-04,2017-06-05,2017-06-06,2017-06-07,2017-06-08,2017-06-09,2017-06-10,2017-06-11,2017-06-12,2017-06-13,2017-06-14,2017-06-15,2017-06-16,2017-06-17,2017-06-18,2017-06-19,2017-06-20,2017-06-21,gender,age,number_of_kids,isMALE,hasKids
229,204011,7,8,4,7,8,6,5,4,5,8,5,6,6,5,0,8,8,8,6,5,6,MALE,47,1,1,1
230,204063,7,6,0,6,7,7,6,7,9,1,7,8,7,5,7,7,2,7,5,6,6,MALE,27,3,1,1
231,204626,4,8,7,8,6,7,6,6,6,8,7,7,5,0,5,5,7,4,6,6,5,MALE,21,0,1,0
232,204679,2,1,0,0,1,1,3,3,3,0,0,0,1,1,1,3,0,0,3,3,2,MALE,31,0,1,0
233,205254,7,6,7,6,6,8,5,0,7,8,7,5,7,4,7,4,5,7,0,7,6,MALE,33,0,1,0
234,206326,5,7,5,7,8,7,7,6,5,7,7,7,8,6,5,7,7,5,0,6,8,MALE,18,0,1,0
235,206482,8,8,6,6,8,5,5,7,6,6,6,4,7,0,8,5,8,6,7,8,7,MALE,47,3,1,1
236,206606,9,8,5,8,0,5,6,8,6,5,8,8,5,7,6,0,5,6,7,8,7,MALE,35,1,1,1
237,206852,2,4,0,0,2,2,2,2,2,0,0,4,2,3,0,4,0,0,1,2,3,MALE,23,2,1,1
238,207621,2,2,0,0,1,1,1,4,1,0,0,2,2,3,4,3,0,0,0,5,1,FEMALE,26,3,0,1
239,208365,1,0,0,0,3,1,1,1,2,0,0,2,2,3,3,3,0,0,2,2,0,FEMALE,51,2,0,1
240,208841,8,5,5,7,5,8,4,8,6,8,7,6,8,9,8,6,8,4,7,5,8,MALE,22,0,1,0
241,208889,4,5,8,7,5,4,6,7,4,5,3,5,7,0,6,7,7,5,6,5,7,FEMALE,18,0,0,0
242,209221,6,3,0,0,6,4,6,4,4,0,0,6,4,5,4,6,0,0,5,7,3,FEMALE,29,0,0,0
243,209400,2,0,0,0,4,4,4,1,4,0,0,1,2,4,2,2,0,0,2,2,1,MALE,20,0,1,0
244,209846,1,2,0,0,1,1,3,4,1,0,0,4,1,2,2,0,0,0,2,3,3,MALE,55,1,1,1
245,209974,1,4,0,0,0,0,0,3,3,0,0,3,4,1,1,2,0,0,2,4,2,FEMALE,46,4,0,1
246,210219,2,2,0,0,1,3,0,3,0,0,0,3,3,3,3,3,0,0,3,1,2,FEMALE,19,0,0,0
247,210534,4,3,0,7,1,4,1,3,1,0,7,2,1,2,0,2,0,6,1,3,0,MALE,36,1,1,1
248,211284,1,4,0,0,1,2,1,2,3,0,0,1,3,2,1,3,0,0,1,2,4,FEMALE,40,3,0,1
249,211582,7,6,4,6,6,6,6,5,5,7,6,7,6,6,8,4,8,5,8,6,5,MALE,25,0,1,0
250,211667,6,6,0,0,7,6,4,4,5,0,0,5,6,8,6,5,0,0,7,4,4,FEMALE,48,2,0,1
251,212662,6,5,5,5,7,8,7,9,8,7,8,8,0,9,0,8,7,8,9,6,6,MALE,18,3,1,1
252,213530,5,4,6,4,4,4,5,3,7,6,6,6,4,4,6,5,7,5,6,5,4,MALE,55,3,1,1
253,213794,6,5,3,3,6,6,7,6,5,4,6,5,6,3,3,4,6,5,5,6,4,MALE,71,3,1,1
254,213887,4,7,0,0,5,5,5,5,0,0,0,0,0,7,6,4,0,0,6,6,7,FEMALE,36,2,0,1
255,213940,0,6,6,7,8,7,5,5,7,9,6,5,6,8,8,6,6,7,8,6,8,MALE,49,4,1,1
256,214170,0,1,7,6,3,2,4,3,3,6,0,3,1,0,4,1,7,7,3,2,3,MALE,23,0,1,0
257,214586,0,0,0,0,0,1,1,4,3,0,0,3,1,0,3,3,0,0,2,3,3,MALE,45,0,1,0
258,214953,2,4,0,0,4,2,3,3,2,0,0,2,2,2,0,3,0,0,2,3,1,FEMALE,45,3,0,1
259,215252,6,5,5,5,8,8,5,5,7,7,7,8,9,8,5,0,5,8,5,8,7,MALE,23,0,1,0
260,215460,6,5,5,6,4,7,4,5,0,6,4,6,7,7,7,6,6,4,6,6,4,MALE,36,0,1,0
261,215783,3,2,0,0,2,1,3,2,0,0,0,4,2,1,4,2,0,0,1,1,4,FEMALE,21,2,0,1
262,216311,6,7,0,0,7,5,5,5,8,0,0,7,7,5,6,8,0,0,6,7,8,MALE,28,0,1,0
263,216458,2,3,0,8,0,4,2,2,0,0,5,2,4,3,4,3,0,6,4,1,2,MALE,21,0,1,0
264,217072,3,3,7,6,6,3,6,6,4,3,6,4,4,4,3,0,6,6,6,3,4,FEMALE,26,0,0,0
265,217680,3,3,8,7,4,3,2,3,4,8,9,4,3,5,4,2,7,7,4,4,4,MALE,28,1,1,1
266,218594,3,3,0,0,3,2,2,1,2,0,0,0,2,1,2,3,0,0,1,1,2,FEMALE,50,0,0,0
267,218605,5,7,6,6,4,6,3,0,6,3,6,6,3,4,4,4,5,4,4,5,6,MALE,64,1,1,1
268,218911,6,5,0,0,8,5,6,6,8,0,0,5,6,6,5,7,0,0,6,5,4,FEMALE,31,3,0,1
269,219491,1,1,6,0,3,3,3,0,3,6,4,4,3,2,1,1,7,7,4,2,2,MALE,43,0,1,0
270,220642,5,0,5,6,3,1,1,4,3,5,6,1,4,1,1,2,6,3,2,1,0,MALE,52,0,1,0
271,220778,1,3,0,0,1,2,1,3,3,0,0,4,2,1,2,3,0,0,0,0,2,MALE,24,0,1,0
272,221115,0,2,0,0,2,2,0,1,2,0,0,2,2,1,1,2,0,0,1,1,3,FEMALE,26,0,0,0
273,221206,1,1,0,0,3,4,1,1,3,0,0,3,1,1,3,4,0,0,3,3,3,FEMALE,22,0,0,0
274,221336,3,1,0,0,2,2,2,2,1,0,0,0,5,1,2,2,0,0,2,1,3,MALE,18,0,1,0
275,221891,6,7,6,0,6,7,8,5,5,6,0,7,5,5,6,6,5,0,7,7,6,MALE,19,0,1,0
276,222064,3,4,0,0,1,2,4,3,2,0,0,3,3,1,1,3,0,0,3,3,3,MALE,38,1,1,1
277,222535,4,4,5,4,4,6,6,6,5,4,5,5,6,4,4,3,4,6,6,0,6,MALE,53,4,1,1
278,222660,3,3,0,0,2,3,2,1,2,0,0,2,3,3,1,0,0,0,2,1,1,FEMALE,19,0,0,0
279,222815,2,2,0,0,2,1,0,2,2,0,0,1,1,1,3,1,0,0,1,1,3,MALE,48,0,1,0
280,222877,7,5,6,8,6,7,8,7,8,8,5,7,8,6,4,8,5,8,7,7,5,MALE,28,0,1,0
281,223130,3,0,0,0,1,4,4,5,0,0,0,4,1,5,4,0,0,0,3,3,1,MALE,24,2,1,1
282,223461,4,5,0,0,0,5,6,6,5,0,0,0,5,7,6,7,0,0,0,6,7,MALE,21,0,1,0
283,224019,5,4,5,3,3,3,4,3,3,4,4,3,4,6,7,4,3,6,0,6,4,FEMALE,51,3,0,1
284,225019,5,6,7,8,9,6,6,7,5,5,7,7,6,8,6,5,6,8,6,8,8,MALE,31,4,1,1
285,225037,6,7,4,5,3,7,6,5,7,5,5,5,7,8,5,4,7,5,6,4,5,MALE,31,0,1,0
286,225261,0,6,0,0,7,6,6,1,6,0,0,7,7,5,0,5,0,0,6,5,7,MALE,41,4,1,1
287,225294,3,3,7,0,3,1,4,3,1,5,0,4,3,4,3,1,5,0,2,3,1,MALE,21,0,1,0
288,225880,4,3,0,6,3,3,4,3,0,0,6,4,4,5,1,4,0,0,2,1,5,MALE,30,3,1,1
289,226184,4,3,0,0,4,1,2,3,3,0,0,4,2,1,4,2,0,0,3,3,0,FEMALE,46,4,0,1
290,226849,0,5,0,0,6,6,7,0,6,0,0,5,7,5,0,0,0,0,6,6,7,MALE,51,3,1,1
291,226910,6,4,0,0,4,6,3,4,6,0,0,4,5,3,6,6,0,0,6,6,6,MALE,62,0,1,0
292,227450,8,9,6,8,7,8,6,7,6,6,7,7,7,8,7,9,9,7,7,8,8,MALE,30,3,1,1
293,227852,5,8,0,0,0,6,5,7,7,0,0,7,7,6,7,5,0,0,5,7,7,MALE,28,0,1,0
294,228093,1,0,4,5,4,2,3,1,4,6,6,2,0,4,4,1,4,4,2,4,2,MALE,55,4,1,1
295,228769,7,8,0,0,8,7,6,7,7,0,0,5,6,8,6,7,0,0,4,6,7,MALE,42,2,1,1
296,228774,1,0,0,0,3,3,1,2,3,0,0,2,2,3,3,3,0,0,2,1,2,FEMALE,23,0,0,0
297,229357,1,3,0,0,4,1,4,3,0,0,0,0,3,3,3,3,0,0,4,2,2,FEMALE,25,0,0,0
298,229952,5,4,0,0,3,3,1,3,3,0,0,4,3,2,4,4,0,0,4,0,3,MALE,28,0,1,0
299,230023,2,2,0,0,2,2,2,1,1,0,0,1,2,1,0,1,0,0,1,3,3,FEMALE,37,0,0,0
300,230543,0,6,0,0,5,7,6,0,8,0,0,7,7,5,0,6,0,0,6,7,6,MALE,18,0,1,0
301,231372,5,5,0,5,7,8,7,7,7,6,7,8,7,6,5,9,7,8,6,8,4,MALE,32,2,1,1
302,231464,0,2,3,4,1,3,3,0,2,1,2,0,4,2,2,2,1,0,5,2,2,FEMALE,41,3,0,1
303,231770,0,3,7,8,3,1,2,3,4,5,8,4,1,1,2,5,6,7,1,4,2,MALE,47,4,1,1
304,231892,7,8,1,0,7,2,6,7,7,0,0,6,0,0,6,6,0,0,7,0,7,MALE,19,3,1,1
305,232112,0,5,0,0,0,5,7,0,4,0,0,7,4,4,0,4,0,0,3,7,4,MALE,72,1,1,1
306,232423,0,0,5,5,2,2,4,3,3,7,5,3,4,0,1,2,5,8,3,3,3,MALE,34,3,1,1
307,232551,8,9,6,8,7,6,7,8,9,5,9,7,9,7,9,9,9,10,7,5,8,MALE,30,2,1,1
308,232704,4,1,6,0,4,3,2,4,2,7,0,3,1,5,3,4,5,0,4,2,2,MALE,45,4,1,1
309,232761,6,8,7,7,6,8,8,6,9,6,6,6,7,7,6,8,5,5,4,8,9,MALE,31,2,1,1
310,232934,5,7,0,0,7,8,6,6,8,0,0,8,0,7,9,6,0,0,5,8,7,MALE,26,0,1,0
311,233155,6,7,0,0,8,0,8,6,8,0,0,8,0,6,7,6,0,0,8,0,8,MALE,19,0,1,0
312,233165,2,1,0,0,1,0,1,2,1,0,0,1,1,3,3,2,0,0,3,3,2,FEMALE,21,0,0,0
313,234034,4,0,0,0,3,2,3,3,0,0,0,3,0,0,3,0,0,0,1,4,3,MALE,46,3,1,1
314,234767,4,5,3,6,3,4,4,5,4,4,6,4,0,5,3,6,3,3,5,6,4,MALE,51,4,1,1
315,235398,9,0,7,9,6,8,7,7,7,9,6,7,8,0,8,5,7,9,6,6,9,MALE,27,2,1,1
316,235465,2,2,0,6,3,1,3,0,2,0,6,1,3,4,1,3,0,7,1,0,1,MALE,22,0,1,0
317,235718,8,7,8,0,7,9,9,8,8,8,0,8,8,7,8,8,9,0,6,0,6,MALE,24,2,1,1
318,235777,5,6,7,7,6,6,6,5,7,4,7,8,6,7,4,6,6,0,7,7,4,MALE,39,0,1,0
319,235882,3,4,3,1,3,2,0,2,1,0,1,2,2,3,0,1,1,1,3,1,1,FEMALE,48,0,0,0
320,236354,2,2,0,0,1,1,0,3,3,0,0,4,1,0,1,3,0,0,4,3,3,FEMALE,19,0,0,0
321,237247,3,2,0,0,2,0,3,3,4,0,0,3,0,2,2,2,0,0,2,1,2,FEMALE,21,0,0,0
322,238085,1,1,6,8,2,2,3,4,3,7,5,3,3,0,3,4,5,6,3,4,3,MALE,28,0,1,0
323,238097,1,2,7,6,1,3,3,0,3,8,4,3,4,2,0,2,6,5,2,3,2,MALE,23,0,1,0
324,238207,6,6,5,6,4,6,6,6,3,4,6,4,5,3,6,4,6,5,7,4,5,FEMALE,33,0,0,0
325,238258,4,6,6,3,5,6,4,6,6,4,6,6,5,5,6,6,5,5,4,3,5,MALE,66,0,1,0
326,238898,8,8,8,6,7,7,8,7,8,4,5,8,0,6,7,6,9,5,7,9,7,MALE,29,0,1,0
327,239126,0,4,0,0,1,2,2,4,3,0,0,1,0,1,3,1,0,0,2,2,1,FEMALE,38,3,0,1
328,239136,1,1,0,0,0,0,1,4,3,0,0,0,3,1,1,4,0,0,0,3,2,MALE,18,0,1,0
329,239210,7,4,0,0,5,7,4,7,7,0,0,4,4,5,7,7,0,0,7,6,5,FEMALE,23,0,0,0
330,240120,8,5,3,0,5,4,5,5,4,4,0,4,0,6,8,6,0,0,6,0,5,MALE,47,0,1,0
331,240510,5,5,0,5,5,7,7,7,7,0,4,7,5,5,8,7,0,7,5,4,6,MALE,34,0,1,0
332,240609,2,1,0,0,0,1,2,2,1,0,0,0,1,3,3,3,0,0,0,1,0,MALE,39,0,1,0
333,241292,3,1,0,0,1,4,1,1,3,0,0,4,4,2,3,2,0,0,1,2,4,MALE,67,1,1,1
334,241487,6,7,6,5,7,6,6,0,7,7,7,6,7,8,8,7,8,8,7,8,8,MALE,38,3,1,1
335,241653,1,4,6,5,0,2,1,2,1,4,0,4,1,2,0,2,5,8,0,0,4,MALE,33,1,1,1
336,241760,4,4,7,4,5,4,3,3,5,5,6,5,4,4,5,3,0,4,5,4,4,MALE,54,0,1,0
337,241800,0,3,0,0,1,2,3,3,3,0,0,3,3,2,0,3,0,0,2,2,3,FEMALE,22,0,0,0
338,241846,0,4,0,0,4,7,0,5,0,0,0,4,5,0,7,7,0,0,4,5,0,MALE,35,0,1,0
339,241956,6,0,0,6,4,5,7,7,6,5,4,4,6,5,7,6,4,8,8,4,7,MALE,35,0,1,0
340,242240,1,0,1,2,0,3,1,1,4,3,3,1,0,3,0,4,3,3,3,3,3,FEMALE,51,3,0,1
341,242426,3,7,4,5,5,0,4,4,6,3,7,3,4,4,3,5,5,5,3,5,4,MALE,65,1,1,1
342,242869,2,3,0,0,2,2,2,2,2,0,0,0,3,1,0,2,0,0,1,1,1,FEMALE,18,0,0,0
343,243345,0,4,0,0,3,1,2,0,3,0,0,2,3,1,0,5,0,0,3,4,4,MALE,34,1,1,1
344,243365,7,0,0,0,8,7,6,5,0,0,0,8,7,8,7,0,0,0,5,5,7,MALE,40,3,1,1
345,243465,8,6,6,5,5,6,8,6,8,5,5,6,7,7,8,6,5,7,7,7,4,MALE,21,0,1,0
346,243826,7,8,2,0,0,8,6,7,7,1,0,7,7,5,7,9,0,0,7,7,7,MALE,22,4,1,1
347,244595,8,8,7,0,7,5,5,0,8,8,0,6,8,7,8,5,8,0,6,8,6,MALE,34,2,1,1
348,244962,6,6,6,5,8,5,8,6,7,0,5,8,8,6,5,9,6,8,6,4,8,MALE,32,3,1,1
349,245966,2,4,0,0,1,4,3,4,2,0,0,1,0,1,3,0,0,0,3,4,2,FEMALE,28,1,0,1
350,246198,7,5,5,6,0,7,6,4,6,8,6,5,7,5,5,7,8,0,5,5,6,MALE,50,0,1,0
351,246552,3,1,0,0,1,4,2,4,1,0,0,2,0,3,2,3,0,0,4,4,4,MALE,57,4,1,1
352,247028,8,9,6,5,8,9,0,7,6,7,9,9,7,9,9,8,8,7,7,7,0,MALE,25,3,1,1
353,247036,8,7,5,8,6,6,8,5,5,8,8,8,7,5,5,5,7,8,6,8,6,MALE,23,0,1,0
354,247145,6,8,7,6,7,6,6,6,5,8,0,7,8,7,4,6,6,7,4,6,5,MALE,38,1,1,1
355,248285,3,0,0,0,4,3,2,4,0,0,0,2,4,3,1,0,0,0,4,1,0,MALE,36,1,1,1
356,248334,5,5,0,4,8,5,7,6,7,5,5,7,0,5,7,7,5,4,5,6,4,MALE,40,0,1,0
357,248462,6,5,8,7,4,7,5,5,5,6,5,6,5,4,0,6,5,4,7,4,7,MALE,32,0,1,0
358,248514,7,6,8,6,7,7,6,9,5,8,7,8,7,0,5,7,6,6,7,0,8,MALE,23,0,1,0
359,248720,2,3,0,0,0,1,2,3,4,0,0,0,1,0,1,4,0,0,0,4,2,MALE,37,2,1,1
360,249750,1,4,0,0,3,3,3,5,2,0,0,4,1,2,3,2,0,0,1,4,4,FEMALE,31,3,0,1
361,250484,5,0,0,0,3,3,3,3,0,0,0,2,4,4,2,0,0,0,4,2,5,MALE,22,4,1,1
362,250737,0,5,0,0,3,5,0,0,6,0,0,6,5,4,0,4,0,0,5,4,4,MALE,71,3,1,1
363,250924,4,0,5,0,2,2,0,1,2,5,0,5,3,3,3,4,8,0,1,4,2,MALE,19,0,1,0
364,251431,6,6,0,0,7,0,6,7,6,0,0,7,1,7,8,8,0,0,7,1,6,MALE,31,2,1,1
365,251567,6,7,0,8,6,8,9,7,7,0,9,7,9,7,6,8,0,5,6,6,7,MALE,18,4,1,1
366,252237,7,4,7,4,6,3,5,3,7,7,4,4,0,4,4,4,5,6,6,6,5,MALE,51,0,1,0
367,252307,5,7,8,6,7,0,6,5,7,7,7,9,8,7,5,8,5,6,5,6,6,MALE,28,0,1,0
368,252545,1,3,0,0,1,2,3,3,1,0,0,2,1,5,1,1,0,0,2,4,3,FEMALE,38,1,0,1
369,252566,8,6,7,5,6,6,5,8,9,5,6,0,8,5,8,6,4,5,8,5,8,MALE,32,3,1,1
370,253498,3,2,5,7,0,4,2,5,4,6,5,3,2,2,0,1,5,7,4,4,0,MALE,26,0,1,0
371,253854,7,7,0,0,6,0,8,7,0,0,0,5,5,6,5,6,0,0,5,7,5,MALE,38,3,1,1
372,254039,5,5,6,7,4,4,3,4,5,6,0,4,4,1,2,5,7,1,4,2,3,MALE,26,3,1,1
373,254135,6,8,6,6,5,0,6,7,7,5,7,8,4,8,0,5,5,6,7,5,5,MALE,29,0,1,0
374,254250,7,5,6,7,7,8,6,5,8,8,0,7,9,7,0,6,9,7,7,9,9,MALE,23,2,1,1
375,254658,8,5,6,0,7,5,7,6,5,6,0,0,6,5,6,6,6,0,6,6,0,MALE,44,0,1,0
376,255126,7,5,0,0,6,6,5,7,7,0,0,5,5,6,4,8,0,0,7,6,8,FEMALE,50,4,0,1
377,255282,3,3,0,0,2,2,2,2,4,0,0,3,3,2,2,0,0,0,2,2,2,FEMALE,51,4,0,1
378,255553,6,7,6,6,7,3,6,6,5,6,5,7,7,5,7,5,5,5,4,5,6,MALE,31,0,1,0
379,255734,4,2,0,0,0,4,1,4,2,0,0,0,0,0,2,3,0,0,0,0,4,MALE,29,0,1,0
380,255876,3,0,0,0,3,0,3,1,0,0,0,2,0,2,0,0,0,0,0,4,4,MALE,47,3,1,1
381,256226,3,2,0,0,3,2,1,2,1,0,0,1,2,0,2,2,0,0,1,1,1,FEMALE,34,0,0,0
382,256846,2,3,0,0,0,1,4,2,2,0,0,1,1,3,1,3,0,0,3,3,3,FEMALE,49,2,0,1
383,257168,2,1,5,0,3,2,4,3,2,7,0,2,3,3,4,1,5,0,4,1,2,MALE,50,2,1,1
384,257202,4,3,3,5,4,1,3,4,1,6,3,1,1,3,3,1,6,6,2,2,1,MALE,64,3,1,1
385,257545,8,6,8,7,9,9,6,8,9,7,6,8,8,9,0,7,9,8,0,9,7,MALE,24,4,1,1
386,257705,4,7,5,6,7,4,5,7,0,6,4,5,7,6,6,6,0,4,4,7,7,MALE,39,0,1,0
387,258024,4,2,0,0,1,2,5,3,1,0,0,4,0,2,5,1,0,0,4,1,1,MALE,20,0,1,0
388,258530,5,4,0,0,6,4,4,5,0,0,0,7,7,4,5,6,0,0,4,5,5,FEMALE,24,0,0,0
389,258810,4,4,0,0,3,0,4,4,4,0,0,3,0,4,2,2,0,0,2,0,0,MALE,34,4,1,1
390,259234,6,0,0,0,8,7,8,4,0,0,0,8,6,5,9,0,0,0,4,7,7,MALE,27,0,1,0
391,259300,3,1,0,6,4,1,0,3,2,0,5,3,2,0,4,0,0,7,3,2,4,MALE,21,0,1,0
392,259563,3,4,0,0,5,3,4,1,2,0,0,2,3,4,3,1,0,0,1,1,1,FEMALE,39,3,0,1
393,259867,4,4,5,5,5,5,6,4,5,4,4,4,3,4,3,3,4,4,5,3,4,FEMALE,53,2,0,1
394,260175,1,2,0,0,1,2,1,4,4,0,0,3,4,3,3,2,0,0,2,2,3,FEMALE,38,0,0,0
395,260391,1,3,6,0,2,2,2,2,4,7,1,4,3,1,2,0,7,1,2,3,3,MALE,28,0,1,0
396,260399,4,0,0,0,3,6,3,3,6,0,0,6,5,5,3,5,0,0,4,5,7,FEMALE,41,0,0,0
397,260432,4,5,0,0,4,2,5,3,3,0,0,2,4,4,3,4,0,0,4,4,5,MALE,25,3,1,1
398,260637,2,4,7,0,2,3,0,3,2,8,0,0,3,3,2,3,9,0,4,3,2,MALE,35,2,1,1
399,260939,5,8,8,7,5,7,5,5,5,8,0,7,5,8,5,7,5,5,6,5,6,MALE,29,0,1,0
400,261201,6,5,4,6,7,5,5,6,6,6,4,5,6,6,3,7,3,6,5,6,6,MALE,73,2,1,1
401,261685,6,7,6,0,0,5,8,4,4,8,8,9,6,8,8,6,7,9,8,8,6,MALE,27,0,1,0
402,262076,2,2,3,2,3,2,2,2,0,1,0,0,1,1,3,2,2,2,1,2,2,FEMALE,23,0,0,0
403,262459,6,5,6,6,6,4,5,6,6,7,4,5,4,4,7,0,3,3,6,5,5,MALE,69,4,1,1
404,263195,3,1,0,0,2,2,2,2,1,0,0,4,2,3,0,3,0,0,1,1,3,FEMALE,65,0,0,0
405,263742,0,3,0,0,2,4,4,0,2,0,0,4,0,1,0,1,0,0,3,1,3,MALE,27,0,1,0
406,264233,0,2,0,7,5,1,1,3,1,0,4,3,1,1,1,2,0,5,4,1,0,MALE,53,1,1,1
407,264696,4,7,0,0,7,7,5,3,3,0,0,4,4,4,5,4,0,0,7,6,6,FEMALE,34,0,0,0
408,266533,3,0,0,0,4,2,1,2,4,0,0,2,4,0,1,2,0,0,3,4,2,MALE,34,3,1,1
409,266860,7,0,7,6,6,6,7,7,8,0,9,6,0,7,4,4,5,5,6,7,5,MALE,24,0,1,0
410,266869,7,6,7,6,3,7,7,7,5,4,6,6,5,5,7,8,4,6,6,4,4,MALE,39,0,1,0
411,266984,4,3,0,7,4,2,3,2,2,0,7,2,3,3,1,3,0,5,2,4,3,MALE,23,0,1,0
412,267360,7,7,7,5,8,7,5,4,8,6,6,8,5,7,8,8,8,6,5,8,7,MALE,18,0,1,0
413,267965,1,3,0,0,0,4,2,0,2,0,0,2,5,1,4,3,0,0,2,0,1,FEMALE,33,1,0,1
414,268117,6,7,7,5,6,4,3,3,5,4,3,0,6,6,5,4,4,3,4,4,5,MALE,54,0,1,0
415,268197,0,4,0,0,0,3,2,4,5,0,0,0,1,4,5,5,0,0,0,0,5,MALE,27,2,1,1
416,268248,1,1,0,0,1,2,0,0,1,0,0,2,4,0,2,2,0,0,2,1,0,MALE,29,0,1,0
417,268449,2,1,0,0,1,0,2,2,3,0,0,4,0,1,4,3,0,0,1,0,3,MALE,23,0,1,0
418,268853,7,7,8,7,6,4,6,9,0,8,6,5,8,6,6,7,7,9,8,0,5,MALE,43,4,1,1
419,268903,5,3,0,0,3,3,2,2,3,0,0,2,5,3,4,6,0,0,1,5,2,MALE,19,3,1,1
420,269134,4,4,0,0,3,6,6,6,3,0,0,0,4,5,5,5,0,0,3,3,0,FEMALE,55,4,0,1
421,269233,4,3,0,0,2,1,0,3,0,0,0,3,2,0,4,3,0,0,2,1,0,MALE,48,4,1,1
422,269783,4,1,0,0,3,0,3,0,2,0,0,1,4,2,2,1,0,0,1,2,5,MALE,27,0,1,0
423,270247,1,1,0,0,4,3,0,2,1,0,0,5,1,3,0,2,0,0,2,4,0,MALE,34,3,1,1
424,270786,0,7,0,0,7,7,7,7,9,1,0,6,7,0,7,5,0,0,5,6,6,MALE,21,0,1,0
425,271768,5,5,0,0,8,6,0,8,5,0,0,6,6,0,8,8,0,0,8,8,0,MALE,18,0,1,0
426,271951,8,7,6,8,6,8,8,6,7,6,5,6,7,8,8,5,8,0,6,6,6,MALE,25,4,1,1
427,272295,4,4,0,5,1,4,1,4,3,0,4,1,2,3,3,3,0,6,2,3,3,MALE,31,0,1,0
428,272411,1,4,0,0,1,0,3,2,2,0,0,4,4,0,1,1,0,0,2,0,0,FEMALE,47,3,0,1
429,272449,0,2,0,0,4,3,2,4,1,0,0,2,1,3,0,2,0,0,2,0,2,FEMALE,28,4,0,1
430,272745,2,0,0,0,3,4,1,4,0,0,0,1,3,5,4,0,0,0,0,1,1,MALE,46,4,1,1
431,273348,0,2,0,7,3,1,2,4,3,0,8,4,3,4,1,3,0,8,2,2,4,MALE,43,4,1,1
432,273572,4,5,7,3,0,3,6,4,5,4,6,6,6,3,6,7,4,5,3,0,4,MALE,52,3,1,1
433,273665,2,2,0,0,2,0,3,2,4,0,0,2,0,1,2,4,0,0,2,4,3,FEMALE,45,3,0,1
434,274003,8,6,6,7,7,7,8,6,8,6,9,8,0,7,5,5,8,8,8,6,9,MALE,25,2,1,1
435,274760,3,1,6,4,1,4,2,5,4,3,6,4,4,2,0,3,5,7,1,4,3,MALE,51,4,1,1
436,275210,3,2,0,0,1,4,1,0,0,0,0,3,3,4,3,4,0,0,3,5,3,FEMALE,26,2,0,1
437,276048,4,5,7,5,6,0,4,4,6,5,8,5,8,4,5,3,7,4,5,6,8,FEMALE,26,1,0,1
438,276179,7,4,7,7,3,5,3,3,6,5,4,6,4,5,4,4,4,6,5,3,6,MALE,54,3,1,1
439,276411,7,6,5,5,5,5,5,5,7,6,5,0,6,6,8,7,0,5,6,5,5,MALE,29,0,1,0
440,276571,4,2,0,9,0,3,4,3,5,0,6,2,5,4,4,3,0,8,3,4,4,MALE,25,1,1,1
441,277973,2,3,0,0,2,3,2,0,2,0,0,1,2,3,1,4,0,0,2,4,4,MALE,29,0,1,0
442,278459,5,0,0,0,5,6,5,6,0,0,0,8,7,7,5,7,0,0,6,5,5,MALE,29,0,1,0
443,278884,2,3,8,0,1,2,2,3,3,7,8,4,3,2,1,4,7,6,3,3,1,MALE,19,0,1,0
444,279164,2,1,0,0,4,0,4,4,4,0,0,3,2,2,4,2,0,0,4,4,0,FEMALE,48,3,0,1
445,279458,6,5,5,6,6,7,6,7,9,8,5,6,7,5,6,5,7,7,8,7,7,MALE,47,2,1,1
446,279518,0,2,0,0,1,3,4,0,1,0,0,2,4,3,0,3,0,0,4,4,2,MALE,51,0,1,0
447,279766,9,0,8,7,9,6,8,7,8,7,8,6,5,6,9,8,8,6,8,5,9,MALE,26,3,1,1
448,279983,1,5,0,0,2,2,3,2,1,0,0,4,2,3,0,4,0,0,2,2,1,MALE,22,0,1,0
449,280454,1,3,0,4,1,0,2,0,0,0,4,1,2,3,2,1,0,5,3,1,1,MALE,59,2,1,1
450,281473,2,5,3,4,6,5,7,7,5,7,4,4,7,7,6,5,6,0,4,7,3,FEMALE,36,0,0,0
451,281578,9,6,5,9,8,6,6,7,8,5,8,7,6,5,8,7,7,9,5,6,6,MALE,21,2,1,1
452,281980,8,5,7,5,7,5,6,6,6,8,4,5,8,5,8,6,5,6,4,6,7,MALE,36,3,1,1
453,282120,3,3,0,0,0,0,3,2,2,0,0,1,1,1,0,1,0,0,4,2,3,FEMALE,18,0,0,0
454,282322,1,3,0,0,0,2,1,3,2,0,0,2,3,0,2,1,0,0,0,4,1,MALE,25,0,1,0
455,282579,6,7,1,0,7,6,6,7,7,0,0,6,7,7,0,7,0,0,7,9,8,MALE,29,2,1,1
456,282672,6,7,0,8,4,5,6,8,5,0,6,6,7,6,6,6,0,5,6,4,4,MALE,46,0,1,0
457,283673,2,3,0,0,1,4,3,2,2,0,0,2,5,3,3,2,0,0,1,2,1,FEMALE,35,3,0,1
458,284322,8,6,8,6,0,4,5,8,7,5,0,6,4,8,5,8,7,5,5,6,6,MALE,22,0,1,0
459,284510,4,6,0,0,4,7,5,5,7,0,0,4,6,3,4,4,0,0,6,0,5,MALE,68,4,1,1
460,284570,1,2,7,5,0,4,1,4,0,5,6,3,3,2,2,1,5,8,1,3,4,MALE,21,0,1,0
