,day_0,day_1,day_2,day_3,day_4,day_5,day_6,day_7,age,number_of_kids,isMALE
187386,0.0,0.0,4.0,4.0,5.0,4.0,3.0,0.0,55.0,4.0,0.0
187386,0.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,55.0,4.0,0.0
187386,4.0,4.0,5.0,4.0,3.0,0.0,0.0,3.0,55.0,4.0,0.0
187386,4.0,5.0,4.0,3.0,0.0,0.0,3.0,4.0,55.0,4.0,0.0
187386,5.0,4.0,3.0,0.0,0.0,3.0,4.0,6.0,55.0,4.0,0.0
187398,2.0,2.0,6.0,0.0,1.0,2.0,2.0,2.0,46.0,0.0,1.0
187398,2.0,6.0,0.0,1.0,2.0,2.0,2.0,1.0,46.0,0.0,1.0
187398,6.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,46.0,0.0,1.0
187398,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,46.0,0.0,1.0
187398,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,46.0,0.0,1.0
187398,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,46.0,0.0,1.0
187398,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,46.0,0.0,1.0
187398,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,46.0,0.0,1.0
187398,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,46.0,0.0,1.0
187398,0.0,0.0,1.0,1.0,1.0,3.0,2.0,5.0,46.0,0.0,1.0
187398,0.0,1.0,1.0,1.0,3.0,2.0,5.0,0.0,46.0,0.0,1.0
187398,1.0,1.0,1.0,3.0,2.0,5.0,0.0,1.0,46.0,0.0,1.0
187398,1.0,1.0,3.0,2.0,5.0,0.0,1.0,2.0,46.0,0.0,1.0
187398,1.0,3.0,2.0,5.0,0.0,1.0,2.0,2.0,46.0,0.0,1.0
187433,7.0,6.0,7.0,8.0,9.0,6.0,6.0,9.0,18.0,3.0,1.0
187433,6.0,7.0,8.0,9.0,6.0,6.0,9.0,9.0,18.0,3.0,1.0
187433,7.0,8.0,9.0,6.0,6.0,9.0,9.0,7.0,18.0,3.0,1.0
187433,8.0,9.0,6.0,6.0,9.0,9.0,7.0,9.0,18.0,3.0,1.0
187433,9.0,6.0,6.0,9.0,9.0,7.0,9.0,7.0,18.0,3.0,1.0
187433,6.0,6.0,9.0,9.0,7.0,9.0,7.0,7.0,18.0,3.0,1.0
187433,6.0,9.0,9.0,7.0,9.0,7.0,7.0,7.0,18.0,3.0,1.0
187433,9.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,18.0,3.0,1.0
187433,9.0,7.0,9.0,7.0,7.0,7.0,7.0,7.0,18.0,3.0,1.0
187433,7.0,9.0,7.0,7.0,7.0,7.0,7.0,8.0,18.0,3.0,1.0
187433,9.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,18.0,3.0,1.0
187433,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,18.0,3.0,1.0
187433,7.0,7.0,7.0,7.0,8.0,8.0,7.0,9.0,18.0,3.0,1.0
187433,7.0,7.0,7.0,8.0,8.0,7.0,9.0,0.0,18.0,3.0,1.0
187546,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,35.0,0.0,1.0
187546,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,35.0,0.0,1.0
187546,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,35.0,0.0,1.0
187546,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,35.0,0.0,1.0
187546,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,35.0,0.0,1.0
187546,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,35.0,0.0,1.0
187546,6.0,6.0,6.0,6.0,6.0,5.0,4.0,0.0,35.0,0.0,1.0
187546,6.0,6.0,6.0,6.0,5.0,4.0,0.0,0.0,35.0,0.0,1.0
187546,6.0,6.0,6.0,5.0,4.0,0.0,0.0,5.0,35.0,0.0,1.0
187546,6.0,6.0,5.0,4.0,0.0,0.0,5.0,7.0,35.0,0.0,1.0
187546,6.0,5.0,4.0,0.0,0.0,5.0,7.0,7.0,35.0,0.0,1.0
187546,5.0,4.0,0.0,0.0,5.0,7.0,7.0,4.0,35.0,0.0,1.0
187546,4.0,0.0,0.0,5.0,7.0,7.0,4.0,5.0,35.0,0.0,1.0
187546,0.0,0.0,5.0,7.0,7.0,4.0,5.0,4.0,35.0,0.0,1.0
187753,8.0,7.0,0.0,0.0,0.0,5.0,5.0,5.0,25.0,0.0,1.0
187753,7.0,0.0,0.0,0.0,5.0,5.0,5.0,6.0,25.0,0.0,1.0
187753,0.0,0.0,0.0,5.0,5.0,5.0,6.0,0.0,25.0,0.0,1.0
187753,0.0,0.0,5.0,5.0,5.0,6.0,0.0,0.0,25.0,0.0,1.0
187753,0.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,25.0,0.0,1.0
187753,5.0,5.0,5.0,6.0,0.0,0.0,0.0,6.0,25.0,0.0,1.0
187753,5.0,5.0,6.0,0.0,0.0,0.0,6.0,8.0,25.0,0.0,1.0
187753,5.0,6.0,0.0,0.0,0.0,6.0,8.0,1.0,25.0,0.0,1.0
187753,6.0,0.0,0.0,0.0,6.0,8.0,1.0,7.0,25.0,0.0,1.0
187753,0.0,0.0,0.0,6.0,8.0,1.0,7.0,1.0,25.0,0.0,1.0
187753,0.0,0.0,6.0,8.0,1.0,7.0,1.0,0.0,25.0,0.0,1.0
187753,0.0,6.0,8.0,1.0,7.0,1.0,0.0,0.0,25.0,0.0,1.0
187753,6.0,8.0,1.0,7.0,1.0,0.0,0.0,6.0,25.0,0.0,1.0
187753,8.0,1.0,7.0,1.0,0.0,0.0,6.0,6.0,25.0,0.0,1.0
188014,1.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,22.0,0.0,0.0
188014,3.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,22.0,0.0,0.0
188014,0.0,0.0,3.0,3.0,3.0,2.0,3.0,0.0,22.0,0.0,0.0
188014,0.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,22.0,0.0,0.0
188014,3.0,3.0,3.0,2.0,3.0,0.0,0.0,3.0,22.0,0.0,0.0
188014,3.0,3.0,2.0,3.0,0.0,0.0,3.0,2.0,22.0,0.0,0.0
188014,3.0,2.0,3.0,0.0,0.0,3.0,2.0,1.0,22.0,0.0,0.0
188014,2.0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,22.0,0.0,0.0
188014,3.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,22.0,0.0,0.0
188014,0.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,22.0,0.0,0.0
188014,0.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,22.0,0.0,0.0
188014,3.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,22.0,0.0,0.0
188014,2.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,22.0,0.0,0.0
188014,1.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,22.0,0.0,0.0
188347,3.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,50.0,3.0,0.0
188347,2.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,50.0,3.0,0.0
188347,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,50.0,3.0,0.0
188347,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,50.0,3.0,0.0
188347,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,50.0,3.0,0.0
188347,2.0,2.0,4.0,0.0,0.0,0.0,1.0,4.0,50.0,3.0,0.0
188347,2.0,4.0,0.0,0.0,0.0,1.0,4.0,1.0,50.0,3.0,0.0
188347,4.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,50.0,3.0,0.0
188347,0.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,50.0,3.0,0.0
188347,0.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,50.0,3.0,0.0
188347,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,50.0,3.0,0.0
188347,1.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,50.0,3.0,0.0
188347,4.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,50.0,3.0,0.0
188347,1.0,2.0,1.0,0.0,0.0,1.0,4.0,3.0,50.0,3.0,0.0
188565,5.0,4.0,4.0,4.0,7.0,7.0,6.0,7.0,46.0,0.0,1.0
188565,4.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,46.0,0.0,1.0
188565,4.0,4.0,7.0,7.0,6.0,7.0,7.0,4.0,46.0,0.0,1.0
188565,4.0,7.0,7.0,6.0,7.0,7.0,4.0,5.0,46.0,0.0,1.0
188565,7.0,7.0,6.0,7.0,7.0,4.0,5.0,7.0,46.0,0.0,1.0
188565,7.0,6.0,7.0,7.0,4.0,5.0,7.0,5.0,46.0,0.0,1.0
188565,6.0,7.0,7.0,4.0,5.0,7.0,5.0,4.0,46.0,0.0,1.0
188565,7.0,7.0,4.0,5.0,7.0,5.0,4.0,5.0,46.0,0.0,1.0
188565,7.0,4.0,5.0,7.0,5.0,4.0,5.0,5.0,46.0,0.0,1.0
188565,4.0,5.0,7.0,5.0,4.0,5.0,5.0,6.0,46.0,0.0,1.0
188565,5.0,7.0,5.0,4.0,5.0,5.0,6.0,0.0,46.0,0.0,1.0
188565,7.0,5.0,4.0,5.0,5.0,6.0,0.0,5.0,46.0,0.0,1.0
188565,5.0,4.0,5.0,5.0,6.0,0.0,5.0,0.0,46.0,0.0,1.0
188565,4.0,5.0,5.0,6.0,0.0,5.0,0.0,5.0,46.0,0.0,1.0
188849,7.0,5.0,7.0,7.0,4.0,6.0,4.0,6.0,37.0,0.0,1.0
188849,5.0,7.0,7.0,4.0,6.0,4.0,6.0,6.0,37.0,0.0,1.0
188849,7.0,7.0,4.0,6.0,4.0,6.0,6.0,5.0,37.0,0.0,1.0
188849,7.0,4.0,6.0,4.0,6.0,6.0,5.0,6.0,37.0,0.0,1.0
188849,4.0,6.0,4.0,6.0,6.0,5.0,6.0,7.0,37.0,0.0,1.0
188849,6.0,4.0,6.0,6.0,5.0,6.0,7.0,4.0,37.0,0.0,1.0
188849,4.0,6.0,6.0,5.0,6.0,7.0,4.0,5.0,37.0,0.0,1.0
188849,6.0,6.0,5.0,6.0,7.0,4.0,5.0,7.0,37.0,0.0,1.0
188849,6.0,5.0,6.0,7.0,4.0,5.0,7.0,6.0,37.0,0.0,1.0
188849,5.0,6.0,7.0,4.0,5.0,7.0,6.0,7.0,37.0,0.0,1.0
188849,6.0,7.0,4.0,5.0,7.0,6.0,7.0,6.0,37.0,0.0,1.0
188849,7.0,4.0,5.0,7.0,6.0,7.0,6.0,7.0,37.0,0.0,1.0
188849,4.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,37.0,0.0,1.0
188849,5.0,7.0,6.0,7.0,6.0,7.0,7.0,4.0,37.0,0.0,1.0
189241,4.0,3.0,0.0,0.0,6.0,3.0,1.0,2.0,30.0,1.0,1.0
189241,3.0,0.0,0.0,6.0,3.0,1.0,2.0,4.0,30.0,1.0,1.0
189241,0.0,0.0,6.0,3.0,1.0,2.0,4.0,0.0,30.0,1.0,1.0
189241,0.0,6.0,3.0,1.0,2.0,4.0,0.0,0.0,30.0,1.0,1.0
189241,6.0,3.0,1.0,2.0,4.0,0.0,0.0,2.0,30.0,1.0,1.0
189241,3.0,1.0,2.0,4.0,0.0,0.0,2.0,4.0,30.0,1.0,1.0
189241,1.0,2.0,4.0,0.0,0.0,2.0,4.0,1.0,30.0,1.0,1.0
189241,2.0,4.0,0.0,0.0,2.0,4.0,1.0,6.0,30.0,1.0,1.0
189241,4.0,0.0,0.0,2.0,4.0,1.0,6.0,2.0,30.0,1.0,1.0
189241,0.0,0.0,2.0,4.0,1.0,6.0,2.0,0.0,30.0,1.0,1.0
189241,0.0,2.0,4.0,1.0,6.0,2.0,0.0,0.0,30.0,1.0,1.0
189241,2.0,4.0,1.0,6.0,2.0,0.0,0.0,2.0,30.0,1.0,1.0
189241,4.0,1.0,6.0,2.0,0.0,0.0,2.0,2.0,30.0,1.0,1.0
189241,1.0,6.0,2.0,0.0,0.0,2.0,2.0,1.0,30.0,1.0,1.0
189758,8.0,8.0,0.0,0.0,6.0,0.0,5.0,7.0,20.0,0.0,1.0
189758,8.0,0.0,0.0,6.0,0.0,5.0,7.0,6.0,20.0,0.0,1.0
189758,0.0,0.0,6.0,0.0,5.0,7.0,6.0,0.0,20.0,0.0,1.0
189758,0.0,6.0,0.0,5.0,7.0,6.0,0.0,0.0,20.0,0.0,1.0
189758,6.0,0.0,5.0,7.0,6.0,0.0,0.0,7.0,20.0,0.0,1.0
189758,0.0,5.0,7.0,6.0,0.0,0.0,7.0,0.0,20.0,0.0,1.0
189758,5.0,7.0,6.0,0.0,0.0,7.0,0.0,5.0,20.0,0.0,1.0
189758,7.0,6.0,0.0,0.0,7.0,0.0,5.0,8.0,20.0,0.0,1.0
189758,6.0,0.0,0.0,7.0,0.0,5.0,8.0,6.0,20.0,0.0,1.0
189758,0.0,0.0,7.0,0.0,5.0,8.0,6.0,0.0,20.0,0.0,1.0
189758,0.0,7.0,0.0,5.0,8.0,6.0,0.0,0.0,20.0,0.0,1.0
189758,7.0,0.0,5.0,8.0,6.0,0.0,0.0,7.0,20.0,0.0,1.0
189758,0.0,5.0,8.0,6.0,0.0,0.0,7.0,0.0,20.0,0.0,1.0
189758,5.0,8.0,6.0,0.0,0.0,7.0,0.0,7.0,20.0,0.0,1.0
190237,5.0,6.0,7.0,7.0,7.0,5.0,7.0,6.0,22.0,0.0,1.0
190237,6.0,7.0,7.0,7.0,5.0,7.0,6.0,5.0,22.0,0.0,1.0
190237,7.0,7.0,7.0,5.0,7.0,6.0,5.0,7.0,22.0,0.0,1.0
190237,7.0,7.0,5.0,7.0,6.0,5.0,7.0,7.0,22.0,0.0,1.0
190237,7.0,5.0,7.0,6.0,5.0,7.0,7.0,4.0,22.0,0.0,1.0
190237,5.0,7.0,6.0,5.0,7.0,7.0,4.0,6.0,22.0,0.0,1.0
190237,7.0,6.0,5.0,7.0,7.0,4.0,6.0,6.0,22.0,0.0,1.0
190237,6.0,5.0,7.0,7.0,4.0,6.0,6.0,5.0,22.0,0.0,1.0
190237,5.0,7.0,7.0,4.0,6.0,6.0,5.0,7.0,22.0,0.0,1.0
190237,7.0,7.0,4.0,6.0,6.0,5.0,7.0,7.0,22.0,0.0,1.0
190237,7.0,4.0,6.0,6.0,5.0,7.0,7.0,7.0,22.0,0.0,1.0
190237,4.0,6.0,6.0,5.0,7.0,7.0,7.0,6.0,22.0,0.0,1.0
190237,6.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,22.0,0.0,1.0
190237,6.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,22.0,0.0,1.0
190456,6.0,4.0,5.0,0.0,3.0,7.0,5.0,5.0,59.0,0.0,1.0
190456,4.0,5.0,0.0,3.0,7.0,5.0,5.0,4.0,59.0,0.0,1.0
190456,5.0,0.0,3.0,7.0,5.0,5.0,4.0,3.0,59.0,0.0,1.0
190456,0.0,3.0,7.0,5.0,5.0,4.0,3.0,5.0,59.0,0.0,1.0
190456,3.0,7.0,5.0,5.0,4.0,3.0,5.0,4.0,59.0,0.0,1.0
190456,7.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,59.0,0.0,1.0
190456,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,59.0,0.0,1.0
190456,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,59.0,0.0,1.0
190456,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,59.0,0.0,1.0
190456,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,59.0,0.0,1.0
190456,5.0,4.0,5.0,5.0,3.0,4.0,5.0,6.0,59.0,0.0,1.0
190456,4.0,5.0,5.0,3.0,4.0,5.0,6.0,4.0,59.0,0.0,1.0
190456,5.0,5.0,3.0,4.0,5.0,6.0,4.0,4.0,59.0,0.0,1.0
190456,5.0,3.0,4.0,5.0,6.0,4.0,4.0,3.0,59.0,0.0,1.0
190484,5.0,7.0,0.0,0.0,5.0,6.0,7.0,5.0,51.0,1.0,1.0
190484,7.0,0.0,0.0,5.0,6.0,7.0,5.0,5.0,51.0,1.0,1.0
190484,0.0,0.0,5.0,6.0,7.0,5.0,5.0,0.0,51.0,1.0,1.0
190484,0.0,5.0,6.0,7.0,5.0,5.0,0.0,0.0,51.0,1.0,1.0
190484,5.0,6.0,7.0,5.0,5.0,0.0,0.0,7.0,51.0,1.0,1.0
190484,6.0,7.0,5.0,5.0,0.0,0.0,7.0,3.0,51.0,1.0,1.0
190484,7.0,5.0,5.0,0.0,0.0,7.0,3.0,4.0,51.0,1.0,1.0
190484,5.0,5.0,0.0,0.0,7.0,3.0,4.0,5.0,51.0,1.0,1.0
190484,5.0,0.0,0.0,7.0,3.0,4.0,5.0,5.0,51.0,1.0,1.0
190484,0.0,0.0,7.0,3.0,4.0,5.0,5.0,0.0,51.0,1.0,1.0
190484,0.0,7.0,3.0,4.0,5.0,5.0,0.0,0.0,51.0,1.0,1.0
190484,7.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,51.0,1.0,1.0
190484,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,51.0,1.0,1.0
190484,4.0,5.0,5.0,0.0,0.0,0.0,6.0,3.0,51.0,1.0,1.0
190976,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,0.0,1.0
190976,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,20.0,0.0,1.0
190976,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,20.0,0.0,1.0
190976,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,20.0,0.0,1.0
190976,0.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,20.0,0.0,1.0
190976,0.0,2.0,0.0,4.0,0.0,0.0,4.0,4.0,20.0,0.0,1.0
190976,2.0,0.0,4.0,0.0,0.0,4.0,4.0,1.0,20.0,0.0,1.0
190976,0.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,20.0,0.0,1.0
190976,4.0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,20.0,0.0,1.0
190976,0.0,0.0,4.0,4.0,1.0,1.0,4.0,0.0,20.0,0.0,1.0
190976,0.0,4.0,4.0,1.0,1.0,4.0,0.0,0.0,20.0,0.0,1.0
190976,4.0,4.0,1.0,1.0,4.0,0.0,0.0,1.0,20.0,0.0,1.0
190976,4.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,20.0,0.0,1.0
190976,1.0,1.0,4.0,0.0,0.0,1.0,3.0,3.0,20.0,0.0,1.0
191302,2.0,0.0,7.0,7.0,1.0,3.0,1.0,2.0,19.0,0.0,1.0
191302,0.0,7.0,7.0,1.0,3.0,1.0,2.0,4.0,19.0,0.0,1.0
191302,7.0,7.0,1.0,3.0,1.0,2.0,4.0,5.0,19.0,0.0,1.0
191302,7.0,1.0,3.0,1.0,2.0,4.0,5.0,7.0,19.0,0.0,1.0
191302,1.0,3.0,1.0,2.0,4.0,5.0,7.0,2.0,19.0,0.0,1.0
191302,3.0,1.0,2.0,4.0,5.0,7.0,2.0,5.0,19.0,0.0,1.0
191302,1.0,2.0,4.0,5.0,7.0,2.0,5.0,1.0,19.0,0.0,1.0
191302,2.0,4.0,5.0,7.0,2.0,5.0,1.0,0.0,19.0,0.0,1.0
191302,4.0,5.0,7.0,2.0,5.0,1.0,0.0,2.0,19.0,0.0,1.0
191302,5.0,7.0,2.0,5.0,1.0,0.0,2.0,8.0,19.0,0.0,1.0
191302,7.0,2.0,5.0,1.0,0.0,2.0,8.0,5.0,19.0,0.0,1.0
191302,2.0,5.0,1.0,0.0,2.0,8.0,5.0,1.0,19.0,0.0,1.0
191302,5.0,1.0,0.0,2.0,8.0,5.0,1.0,3.0,19.0,0.0,1.0
191302,1.0,0.0,2.0,8.0,5.0,1.0,3.0,1.0,19.0,0.0,1.0
191456,4.0,5.0,2.0,3.0,5.0,3.0,1.0,3.0,44.0,1.0,0.0
191456,5.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,44.0,1.0,0.0
191456,2.0,3.0,5.0,3.0,1.0,3.0,3.0,2.0,44.0,1.0,0.0
191456,3.0,5.0,3.0,1.0,3.0,3.0,2.0,1.0,44.0,1.0,0.0
191456,5.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,44.0,1.0,0.0
191456,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,44.0,1.0,0.0
191456,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,44.0,1.0,0.0
191456,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,44.0,1.0,0.0
191456,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,44.0,1.0,0.0
191456,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,44.0,1.0,0.0
191456,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,44.0,1.0,0.0
191456,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,44.0,1.0,0.0
191456,2.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,44.0,1.0,0.0
191456,2.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,44.0,1.0,0.0
191535,7.0,6.0,8.0,6.0,9.0,8.0,8.0,8.0,29.0,2.0,1.0
191535,6.0,8.0,6.0,9.0,8.0,8.0,8.0,6.0,29.0,2.0,1.0
191535,8.0,6.0,9.0,8.0,8.0,8.0,6.0,9.0,29.0,2.0,1.0
191535,6.0,9.0,8.0,8.0,8.0,6.0,9.0,8.0,29.0,2.0,1.0
191535,9.0,8.0,8.0,8.0,6.0,9.0,8.0,6.0,29.0,2.0,1.0
191535,8.0,8.0,8.0,6.0,9.0,8.0,6.0,0.0,29.0,2.0,1.0
191535,8.0,8.0,6.0,9.0,8.0,6.0,0.0,6.0,29.0,2.0,1.0
191535,8.0,6.0,9.0,8.0,6.0,0.0,6.0,6.0,29.0,2.0,1.0
191535,6.0,9.0,8.0,6.0,0.0,6.0,6.0,7.0,29.0,2.0,1.0
191535,9.0,8.0,6.0,0.0,6.0,6.0,7.0,8.0,29.0,2.0,1.0
191535,8.0,6.0,0.0,6.0,6.0,7.0,8.0,7.0,29.0,2.0,1.0
191535,6.0,0.0,6.0,6.0,7.0,8.0,7.0,7.0,29.0,2.0,1.0
191535,0.0,6.0,6.0,7.0,8.0,7.0,7.0,9.0,29.0,2.0,1.0
191535,6.0,6.0,7.0,8.0,7.0,7.0,9.0,6.0,29.0,2.0,1.0
191846,6.0,5.0,0.0,0.0,6.0,6.0,4.0,0.0,67.0,1.0,0.0
191846,5.0,0.0,0.0,6.0,6.0,4.0,0.0,4.0,67.0,1.0,0.0
191846,0.0,0.0,6.0,6.0,4.0,0.0,4.0,0.0,67.0,1.0,0.0
191846,0.0,6.0,6.0,4.0,0.0,4.0,0.0,0.0,67.0,1.0,0.0
191846,6.0,6.0,4.0,0.0,4.0,0.0,0.0,4.0,67.0,1.0,0.0
191846,6.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,67.0,1.0,0.0
191846,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,67.0,1.0,0.0
191846,0.0,4.0,0.0,0.0,4.0,4.0,4.0,3.0,67.0,1.0,0.0
191846,4.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,67.0,1.0,0.0
191846,0.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,67.0,1.0,0.0
191846,0.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,67.0,1.0,0.0
191846,4.0,4.0,4.0,3.0,3.0,0.0,0.0,3.0,67.0,1.0,0.0
191846,4.0,4.0,3.0,3.0,0.0,0.0,3.0,4.0,67.0,1.0,0.0
191846,4.0,3.0,3.0,0.0,0.0,3.0,4.0,3.0,67.0,1.0,0.0
192273,5.0,7.0,1.0,0.0,6.0,0.0,5.0,7.0,22.0,0.0,1.0
192273,7.0,1.0,0.0,6.0,0.0,5.0,7.0,6.0,22.0,0.0,1.0
192273,1.0,0.0,6.0,0.0,5.0,7.0,6.0,0.0,22.0,0.0,1.0
192273,0.0,6.0,0.0,5.0,7.0,6.0,0.0,0.0,22.0,0.0,1.0
192273,6.0,0.0,5.0,7.0,6.0,0.0,0.0,7.0,22.0,0.0,1.0
192273,0.0,5.0,7.0,6.0,0.0,0.0,7.0,1.0,22.0,0.0,1.0
192273,5.0,7.0,6.0,0.0,0.0,7.0,1.0,6.0,22.0,0.0,1.0
192273,7.0,6.0,0.0,0.0,7.0,1.0,6.0,7.0,22.0,0.0,1.0
192273,6.0,0.0,0.0,7.0,1.0,6.0,7.0,6.0,22.0,0.0,1.0
192273,0.0,0.0,7.0,1.0,6.0,7.0,6.0,0.0,22.0,0.0,1.0
192273,0.0,7.0,1.0,6.0,7.0,6.0,0.0,0.0,22.0,0.0,1.0
192273,7.0,1.0,6.0,7.0,6.0,0.0,0.0,4.0,22.0,0.0,1.0
192273,1.0,6.0,7.0,6.0,0.0,0.0,4.0,0.0,22.0,0.0,1.0
192273,6.0,7.0,6.0,0.0,0.0,4.0,0.0,7.0,22.0,0.0,1.0
192333,0.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,33.0,3.0,0.0
192333,2.0,1.0,3.0,3.0,4.0,4.0,3.0,0.0,33.0,3.0,0.0
192333,1.0,3.0,3.0,4.0,4.0,3.0,0.0,1.0,33.0,3.0,0.0
192333,3.0,3.0,4.0,4.0,3.0,0.0,1.0,4.0,33.0,3.0,0.0
192333,3.0,4.0,4.0,3.0,0.0,1.0,4.0,1.0,33.0,3.0,0.0
192333,4.0,4.0,3.0,0.0,1.0,4.0,1.0,3.0,33.0,3.0,0.0
192333,4.0,3.0,0.0,1.0,4.0,1.0,3.0,3.0,33.0,3.0,0.0
192333,3.0,0.0,1.0,4.0,1.0,3.0,3.0,2.0,33.0,3.0,0.0
192333,0.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,33.0,3.0,0.0
192333,1.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,33.0,3.0,0.0
192333,4.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,33.0,3.0,0.0
192333,1.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,33.0,3.0,0.0
192333,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,33.0,3.0,0.0
192333,3.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,33.0,3.0,0.0
193215,4.0,4.0,0.0,0.0,0.0,4.0,5.0,3.0,30.0,2.0,1.0
193215,4.0,0.0,0.0,0.0,4.0,5.0,3.0,5.0,30.0,2.0,1.0
193215,0.0,0.0,0.0,4.0,5.0,3.0,5.0,0.0,30.0,2.0,1.0
193215,0.0,0.0,4.0,5.0,3.0,5.0,0.0,0.0,30.0,2.0,1.0
193215,0.0,4.0,5.0,3.0,5.0,0.0,0.0,2.0,30.0,2.0,1.0
193215,4.0,5.0,3.0,5.0,0.0,0.0,2.0,3.0,30.0,2.0,1.0
193215,5.0,3.0,5.0,0.0,0.0,2.0,3.0,3.0,30.0,2.0,1.0
193215,3.0,5.0,0.0,0.0,2.0,3.0,3.0,1.0,30.0,2.0,1.0
193215,5.0,0.0,0.0,2.0,3.0,3.0,1.0,4.0,30.0,2.0,1.0
193215,0.0,0.0,2.0,3.0,3.0,1.0,4.0,0.0,30.0,2.0,1.0
193215,0.0,2.0,3.0,3.0,1.0,4.0,0.0,0.0,30.0,2.0,1.0
